shippriority,customerclass,category,productline,warehouse,regionlookup,censusdivision,stateorprovince,orderdate,affiliate,discount,unitprice,shipcost,profit,qty,sales,orderyear
Two Day,Small Business,laser printer,Printing Stuff,Central W05,Midwest,East North Central,Illinois,03-05-2011,Cheap Suppliez,0.06,50.44,1.09,230.8405,12,384,2011
Two Day,Small Business,laser printer,Printing Stuff,Central W05,Midwest,East North Central,Ohio,26-09-2012,Bing,0.2,43.38,-0.01,83.8586,10,268,2012
Two Day,Small Business,laser printer,Printing Stuff,Central W05,Midwest,East North Central,Ohio,12-10-2012,Google,0.09,59.97,4.03,30.33,10,201,2012
Two Day,Small Business,laser printer,Printing Stuff,Central W05,Midwest,West North Central,Minnesota,24-11-2011,Cheap Suppliez,0.48,44.73,3.85,-70.7845,29,367,2011
Two Day,Small Business,laser printer,Printing Stuff,Central W05,Midwest,West North Central,Minnesota,27-02-2014,Bing,0.15,76.98,14.08,20.8774,7,245,2014
Two Day,Small Business,laser printer,Printing Stuff,South East W04,Midwest,West North Central,Minnesota,09-08-2009,Bing,0.1,5.58,-1.37,-0.6745,4,15,2009
Two Day,Small Business,laser printer,Printing Stuff,South West W02,Midwest,East North Central,Michigan,07-10-2011,Supply Comparer,0,35.28,1,-111.8536,10,32,2011
Two Day,Small Business,laser printer,Printing Stuff,South West W02,Midwest,East North Central,Ohio,22-12-2008,Google,0,57.96,1.95,25.7803,8,64,2008
Two Day,Small Business,laser printer,Printing Stuff,South West W02,Midwest,East North Central,Wisconsin,18-04-2008,Yahoo,0.09,64.96,7.75,852.3158,26,"1,424.00",2008
Two Day,Small Business,laser printer,Printing Stuff,South West W02,Midwest,East North Central,Wisconsin,23-02-2014,Print Manic,0.04,111.37,67,"-1,856.85",20,"1,537.00",2014
Two Day,Small Business,laser printer,Printing Stuff,South West W02,Midwest,West North Central,Minnesota,23-11-2009,Google,0.02,48.89,9.52,-260.9935,8,175,2009
Two Day,Small Business,markers,Writing Stuff,Central W05,Midwest,East North Central,Illinois,17-01-2014,Google,0.21,51.74,-0.61,136.3999,14,230,2014
Two Day,Small Business,markers,Writing Stuff,Central W05,Midwest,East North Central,Illinois,12-02-2014,Yahoo,0.02,50.48,4.6,-56.9772,5,40,2014
Two Day,Small Business,markers,Writing Stuff,Central W05,Midwest,East North Central,Michigan,14-12-2010,Google,0.09,31.99,3.59,46.9458,18,459,2010
Two Day,Small Business,markers,Writing Stuff,Central W05,Midwest,East North Central,Ohio,08-10-2008,Turbo Schoolz,0.16,23.08,-0.51,-8.2764,5,11,2008
Two Day,Small Business,markers,Writing Stuff,North East W03,Midwest,East North Central,Illinois,05-01-2012,Yahoo,0.27,11.16,-1.27,4.361,4,23,2012
Two Day,Small Business,markers,Writing Stuff,North East W03,Midwest,East North Central,Ohio,24-07-2014,Google,0.18,40.86,3.1,-43.44,7,31,2014
Two Day,Small Business,markers,Writing Stuff,North East W03,Midwest,West North Central,Kansas,18-10-2013,Bing,0.12,58.98,-3.51,30.5259,10,50,2013
Two Day,Small Business,markers,Writing Stuff,South East W04,Midwest,West North Central,Kansas,18-05-2013,Eco Storez,0.18,24.99,-1.01,-78.2001,2,36,2013
Two Day,Small Business,markers,Writing Stuff,South East W04,Midwest,West North Central,Missouri,09-10-2009,Cheap Suppliez,0.14,23.45,3.17,55.7796,30,491,2009
Two Day,Small Business,markers,Writing Stuff,South West W02,Midwest,East North Central,Michigan,03-05-2010,Supply Comparer,0.27,17.74,4.29,-136.0086,12,102,2010
Two Day,Small Business,markers,Writing Stuff,South West W02,Midwest,East North Central,Ohio,06-12-2014,Yahoo,0.2,138.98,5.18,57.6932,1,95,2014
Two Day,Small Business,markers,Writing Stuff,South West W02,Midwest,West North Central,Minnesota,26-11-2011,Bing,0.16,52.98,5.5,-78.4269,22,144,2011
Two Day,Small Business,office mat,Office Stuff,Central W05,Midwest,East North Central,Illinois,09-11-2010,Supply Comparer,0.06,190.93,14.99,"2,226.15",24,"3,697.00",2010
Two Day,Small Business,office mat,Office Stuff,Central W05,Midwest,East North Central,Illinois,09-12-2010,Cheap Suppliez,0.08,42.28,1.13,6.9,45,612,2010
Two Day,Small Business,office mat,Office Stuff,Central W05,Midwest,West North Central,Missouri,11-01-2012,Supply Comparer,0,62.98,0.14,16.0646,11,140,2012
Two Day,Small Business,office mat,Office Stuff,North East W03,Midwest,East North Central,Michigan,20-12-2009,Yahoo,0.12,59.98,2.46,-91.3962,76,399,2009
Two Day,Small Business,office mat,Office Stuff,North East W03,Midwest,West North Central,Nebraska,02-12-2010,Google,0.04,6.88,-1.5,16.0224,10,28,2010
Two Day,Small Business,office mat,Office Stuff,South East W04,Midwest,East North Central,Indiana,18-05-2012,Cheap Suppliez,0.24,396.25,16.99,"2,593.60",13,"4,668.00",2012
Two Day,Small Business,organizer,Office Stuff,Central W05,Midwest,East North Central,Illinois,27-11-2012,Google,0.06,99.43,14.99,-214.3596,13,"1,200.00",2012
Two Day,Small Business,organizer,Office Stuff,Central W05,Midwest,East North Central,Illinois,14-04-2014,Google,0.06,85.99,2.31,-3.3562,6,412,2014
Two Day,Small Business,organizer,Office Stuff,Central W05,Midwest,West North Central,Kansas,09-09-2009,Bing,0.02,30.48,4.54,28.5665,29,190,2009
Two Day,Small Business,organizer,Office Stuff,Central W05,Midwest,West North Central,Kansas,09-08-2013,Yahoo,0.15,29.48,-0.01,79.1035,9,150,2013
Two Day,Small Business,organizer,Office Stuff,Central W05,Midwest,West North Central,Minnesota,18-01-2010,Yahoo,0.16,35.48,44,-154.7829,6,56,2010
Two Day,Small Business,organizer,Office Stuff,North East W03,Midwest,East North Central,Illinois,07-09-2011,Print Manic,0.06,51.47,-2.78,6.973,2,16,2011
Two Day,Small Business,organizer,Office Stuff,North East W03,Midwest,East North Central,Michigan,02-02-2010,Google,0.27,52.78,2.18,-72.6816,61,416,2010
Two Day,Small Business,organizer,Office Stuff,North West W01,Midwest,East North Central,Michigan,27-01-2011,Yahoo,0,25.77,1.02,7.7464,14,128,2011
Two Day,Small Business,organizer,Office Stuff,North West W01,Midwest,East North Central,Michigan,25-07-2013,Google,0.18,35.74,1.01,-46.854,7,41,2013
Two Day,Small Business,organizer,Office Stuff,South West W02,Midwest,East North Central,Illinois,24-10-2011,Official Warz,0.09,28.93,-3.01,14.535,7,27,2011
Two Day,Small Business,organizer,Office Stuff,South West W02,Midwest,East North Central,Michigan,27-12-2014,Google,0.18,212.99,21.49,"4,491.09",40,"7,306.00",2014
Two Day,Small Business,organizer,Office Stuff,South West W02,Midwest,East North Central,Ohio,11-07-2009,Cheap Suppliez,0.08,165.99,0.5,-149.3024,2,224,2009
Two Day,Small Business,organizer,Office Stuff,South West W02,Midwest,West North Central,Kansas,01-03-2008,Google,0,14.48,0.19,-12.8037,12,92,2008
Two Day,Small Business,organizer,Office Stuff,South West W02,Midwest,West North Central,Kansas,12-09-2013,Yahoo,0.16,50.8,1.79,-61.9262,6,13,2013
Two Day,Small Business,organizer,Office Stuff,South West W02,Midwest,West North Central,Nebraska,23-07-2009,Bing,0.06,83.04,16.99,-4.1478,2,118,2009
Two Day,Small Business,organizer,Office Stuff,South West W02,Midwest,West North Central,Nebraska,21-03-2010,Bing,0,54.98,13.08,-40.1472,1,51,2010
Two Day,Small Business,paper,Paper Stuff,Central W05,Midwest,East North Central,Illinois,08-02-2009,Google,0.09,35.08,-4.01,5.0778,3,10,2009
Two Day,Small Business,paper,Paper Stuff,Central W05,Midwest,East North Central,Illinois,01-03-2009,Bing,0,37.58,1.16,86.4752,14,172,2009
Two Day,Small Business,paper,Paper Stuff,Central W05,Midwest,East North Central,Illinois,16-04-2009,Bing,0.18,41.84,-0.29,-10.647,3,30,2009
Two Day,Small Business,paper,Paper Stuff,Central W05,Midwest,East North Central,Ohio,10-11-2011,Supply Comparer,0.1,90.65,30,-318.339,3,237,2011
Two Day,Small Business,paper,Paper Stuff,Central W05,Midwest,East North Central,Ohio,27-09-2014,Yahoo,0.1,49.99,5.99,16.9911,11,247,2014
Two Day,Small Business,paper,Paper Stuff,Central W05,Midwest,East North Central,Ohio,16-09-2014,Print Manic,0.09,218.99,1,"3,523.54",33,"5,426.00",2014
Two Day,Small Business,paper,Paper Stuff,Central W05,Midwest,West North Central,Missouri,23-12-2011,Cheap Suppliez,0.09,16.84,1.44,19.584,25,85,2011
Two Day,Small Business,paper,Paper Stuff,Central W05,Midwest,West North Central,South Dakota,17-12-2010,Bing,0,127.48,17.99,728.2366,14,"1,345.00",2010
Two Day,Small Business,paper,Paper Stuff,North East W03,Midwest,East North Central,Illinois,16-05-2012,Google,0,69.97,6.03,50.7795,9,158,2012
Two Day,Small Business,paper,Paper Stuff,North East W03,Midwest,East North Central,Illinois,05-10-2013,Cheap Suppliez,0,79.44,1.92,120.571,5,189,2013
Two Day,Small Business,paper,Paper Stuff,North East W03,Midwest,East North Central,Ohio,04-04-2008,Yahoo,0.06,10.68,-1.54,14.6924,4,27,2008
Two Day,Small Business,paper,Paper Stuff,North East W03,Midwest,West North Central,Missouri,02-02-2013,Cheap Suppliez,0.16,129.69,14.99,194.9756,4,362,2013
Two Day,Small Business,paper,Paper Stuff,North West W01,Midwest,East North Central,Wisconsin,10-01-2014,Supply Comparer,0.06,78.99,0.86,389.6774,16,674,2014
Two Day,Small Business,paper,Paper Stuff,South East W04,Midwest,East North Central,Illinois,17-02-2012,Google,0.08,46.68,-3.68,-2.9682,1,5,2012
Two Day,Small Business,paper,Paper Stuff,South East W04,Midwest,East North Central,Illinois,05-09-2013,Google,0.1,114.78,5.29,157.9347,7,456,2013
Two Day,Small Business,paper,Paper Stuff,South West W02,Midwest,East North Central,Illinois,16-09-2010,Turbo Schoolz,0.12,109.99,14.99,532.71,13,"1,375.00",2010
Two Day,Small Business,paper,Paper Stuff,South West W02,Midwest,East North Central,Illinois,01-03-2011,Google,0.24,72.53,16.99,-237.4713,10,306,2011
Two Day,Small Business,paper,Paper Stuff,South West W02,Midwest,East North Central,Illinois,10-08-2011,Bing,0.15,49.78,-0.75,-5.9423,5,16,2011
Two Day,Small Business,pencils,Writing Stuff,Central W05,Midwest,East North Central,Illinois,18-10-2012,Google,0.24,7.68,-1.43,-18.8256,27,49,2012
Two Day,Small Business,pencils,Writing Stuff,Central W05,Midwest,East North Central,Illinois,20-01-2014,Bing,0.15,24.55,-0.51,24.2614,10,44,2014
Two Day,Small Business,pencils,Writing Stuff,Central W05,Midwest,West North Central,Missouri,27-09-2008,Bing,0.02,35.88,-2.5,61.7071,36,105,2008
Two Day,Small Business,pencils,Writing Stuff,Central W05,Midwest,West North Central,Missouri,05-03-2012,Google,0.21,10.7,-1.01,-47.3064,11,20,2012
Two Day,Small Business,pencils,Writing Stuff,Central W05,Midwest,West North Central,Nebraska,26-08-2012,Google,0.15,27.91,-0.03,-76.3437,21,102,2012
Two Day,Small Business,pencils,Writing Stuff,North East W03,Midwest,West North Central,Kansas,10-09-2008,Bing,0.12,150.98,5.07,652.1018,8,1109,2008
Two Day,Small Business,pencils,Writing Stuff,North East W03,Midwest,West North Central,Minnesota,04-02-2010,Google,0.2,16.81,9.32,-99.0102,7,104,2010
Two Day,Small Business,pencils,Writing Stuff,South East W04,Midwest,East North Central,Ohio,28-03-2012,Bing,0.03,149.85,17.99,823.5909,20,"3,090.00",2012
Two Day,Small Business,pencils,Writing Stuff,South West W02,Midwest,West North Central,Nebraska,25-09-2009,Consumer Choice,0.27,52.78,-1.03,-3.7422,12,30,2009
Two Day,Small Business,pens,Writing Stuff,Central W05,Midwest,West North Central,Kansas,01-07-2009,Cheap Suppliez,0,39.48,-2.5,8.4681,17,73,2009
Two Day,Small Business,pens,Writing Stuff,Central W05,Midwest,West North Central,Kansas,22-07-2013,Consumer Choice,0.24,96.9,0.86,148.4352,6,262,2013
Two Day,Small Business,pens,Writing Stuff,Central W05,Midwest,West North Central,Kansas,04-05-2014,Print Manic,0.18,128.99,4.99,"1,315.43",21,"2,099.00",2014
Two Day,Small Business,pens,Writing Stuff,North East W03,Midwest,East North Central,Indiana,01-05-2011,Supply Comparer,0.08,78.89,1.1,81.0216,4,201,2011
Two Day,Small Business,pens,Writing Stuff,North East W03,Midwest,East North Central,Ohio,27-02-2012,Print Manic,0.16,28.74,1.01,-62.9185,20,109,2012
Two Day,Small Business,pens,Writing Stuff,North East W03,Midwest,West North Central,Nebraska,19-04-2012,Google,0.06,144.33,17.99,"1,665.53",24,"2,945.00",2012
Two Day,Small Business,pens,Writing Stuff,South East W04,Midwest,East North Central,Illinois,19-07-2010,Bing,0.15,391.99,17.99,"10,286.53",47,"17,890.00",2010
Two Day,Small Business,pens,Writing Stuff,South West W02,Midwest,East North Central,Illinois,17-06-2012,Yahoo,0,123.98,32,-821.3281,14,"1,161.00",2012
Two Day,Small Business,pens,Writing Stuff,South West W02,Midwest,East North Central,Michigan,03-11-2011,Yahoo,0.04,5.74,1.08,-6.175,4,9,2011
Two Day,Small Business,pens,Writing Stuff,South West W02,Midwest,East North Central,Ohio,27-06-2014,Official Warz,0.18,23.91,-1.01,42.669,12,134,2014
Two Day,Small Business,pens,Writing Stuff,South West W02,Midwest,West North Central,Minnesota,23-12-2009,Bing,0.06,20.37,0.15,-37.1735,20,92,2009
Two Day,Small Business,pens,Writing Stuff,South West W02,Midwest,West North Central,Nebraska,05-10-2009,Yahoo,0.18,15.78,5.64,-76.1045,23,131,2009
Two Day,Small Business,photo copier,Copying Stuff,Central W05,Midwest,East North Central,Michigan,06-10-2010,Eco Storez,0.02,60.78,-2.01,482.5128,24,821,2010
Two Day,Small Business,photo copier,Copying Stuff,Central W05,Midwest,East North Central,Michigan,13-05-2013,Eco Storez,0.1,15.48,3.86,-50.6592,4,31,2013
Two Day,Small Business,photo copier,Copying Stuff,Central W05,Midwest,West North Central,Kansas,28-01-2009,Bing,0.18,26.78,1.18,-24.9312,16,95,2009
Two Day,Small Business,photo copier,Copying Stuff,Central W05,Midwest,West North Central,Minnesota,10-02-2010,Cheap Suppliez,0.15,37.98,-0.51,268.0587,22,495,2010
Two Day,Small Business,photo copier,Copying Stuff,Central W05,Midwest,West North Central,Missouri,15-01-2009,Google,0.12,136.99,4.69,472.5504,8,821,2009
Two Day,Small Business,photo copier,Copying Stuff,South East W04,Midwest,East North Central,Wisconsin,05-04-2014,Bing,0.14,46.85,3.6,-7.6734,17,153,2014
Two Day,Small Business,photo copier,Copying Stuff,South West W02,Midwest,East North Central,Illinois,03-12-2013,Cheap Suppliez,0.06,66.99,14.48,518.0246,26,969,2013
Two Day,Small Business,photo copier,Copying Stuff,South West W02,Midwest,East North Central,Michigan,02-11-2009,Bing,0.15,51.48,5.73,-129.493,34,227,2009
Two Day,Small Business,photo copier,Copying Stuff,South West W02,Midwest,East North Central,Michigan,18-06-2011,Cheap Suppliez,0.14,40.38,-4.15,17.7072,9,33,2011
Two Day,Small Business,photo copier,Copying Stuff,South West W02,Midwest,West North Central,Missouri,11-09-2011,Print Manic,0.18,8.18,-0.01,-11.7024,5,22,2011
Two Day,Small Business,photo paper,Copying Stuff,Central W05,Midwest,East North Central,Illinois,18-10-2013,Supply Comparer,0.03,64.95,3.99,-66.4392,1,25,2013
Two Day,Small Business,photo paper,Copying Stuff,Central W05,Midwest,East North Central,Michigan,04-08-2010,Yahoo,0,32.69,-0.5,-10.3649,26,98,2010
Two Day,Small Business,photo paper,Copying Stuff,Central W05,Midwest,East North Central,Wisconsin,14-10-2013,Google,0.03,11.13,-1.01,-3.8016,1,5,2013
Two Day,Small Business,photo paper,Copying Stuff,Central W05,Midwest,West North Central,Minnesota,14-03-2010,Bing,0.08,74.99,2,24.13,21,1079,2010
Two Day,Small Business,photo paper,Copying Stuff,South East W04,Midwest,East North Central,Ohio,22-08-2014,Bing,0.15,19.68,-1.61,34.8348,12,64,2014
Two Day,Small Business,photo paper,Copying Stuff,South West W02,Midwest,East North Central,Illinois,06-05-2009,Google,0,51.59,1,84.7112,48,374,2009
Two Day,Small Business,photo paper,Copying Stuff,South West W02,Midwest,East North Central,Illinois,16-02-2011,Turbo Schoolz,0.12,88.94,31,-221.0976,3,135,2011
Two Day,Small Business,scissors,Paper Stuff,Central W05,Midwest,East North Central,Ohio,20-07-2012,Eco Storez,0.06,38.18,-1.96,16.6894,6,34,2012
Two Day,Small Business,scissors,Paper Stuff,Central W05,Midwest,East North Central,Wisconsin,25-09-2013,Bing,0.02,47.99,-3.01,864.8304,44,"1,471.00",2013
Two Day,Small Business,scissors,Paper Stuff,Central W05,Midwest,West North Central,Kansas,01-01-2014,Official Warz,0.16,28.8,-1.51,8.9628,6,24,2014
Two Day,Small Business,scissors,Paper Stuff,Central W05,Midwest,West North Central,Kansas,23-10-2014,Eco Storez,0.08,169.99,-0.8,"1,410.32",21,"2,479.00",2014
Two Day,Small Business,scissors,Paper Stuff,Central W05,Midwest,West North Central,Minnesota,05-03-2014,Print Manic,0.18,79.98,11.88,610.6282,19,1002,2014
Two Day,Small Business,scissors,Paper Stuff,North West W01,Midwest,East North Central,Ohio,18-12-2011,Cheap Suppliez,0.04,58.99,15.99,22.9229,5,218,2011
Two Day,Small Business,scissors,Paper Stuff,South West W02,Midwest,East North Central,Illinois,28-12-2010,Yahoo,0.21,7.81,6.49,-238.3752,12,68,2010
Two Day,Small Business,scissors,Paper Stuff,South West W02,Midwest,East North Central,Ohio,28-12-2014,Supply Comparer,0.27,9.81,2.48,-66.9942,10,60,2014
Two Day,Small Business,scissors,Paper Stuff,South West W02,Midwest,West North Central,Iowa,11-02-2008,Google,0.08,92.98,-2.01,377.5956,15,684,2008
Two Day,Small Business,scissors,Paper Stuff,South West W02,Midwest,West North Central,Missouri,23-02-2012,Eco Storez,0,49.75,-0.01,-0.4465,2,16,2012
Two Day,Small Business,sharpner,Writing Stuff,Central W05,Midwest,East North Central,Indiana,12-08-2012,Google,0,42.88,-1.3,17.5028,14,39,2012
Two Day,Small Business,sharpner,Writing Stuff,Central W05,Midwest,East North Central,Wisconsin,03-05-2014,Consumer Choice,0.12,71.48,-2.01,-16.6192,2,68,2014
Two Day,Small Business,sharpner,Writing Stuff,Central W05,Midwest,West North Central,Kansas,24-03-2009,Bing,0.1,20.48,5.73,-140.877,8,59,2009
Two Day,Small Business,sharpner,Writing Stuff,North East W03,Midwest,East North Central,Illinois,04-06-2009,Google,0.27,17.98,2.69,47.726,31,166,2009
Two Day,Small Business,sharpner,Writing Stuff,North East W03,Midwest,East North Central,Illinois,16-06-2010,Bing,0.16,71.44,4.5,11.4576,3,114,2010
Two Day,Small Business,sharpner,Writing Stuff,North East W03,Midwest,East North Central,Illinois,07-12-2010,Bing,0.24,32.97,2.81,-38.9391,5,67,2010
Two Day,Small Business,sharpner,Writing Stuff,North East W03,Midwest,East North Central,Illinois,25-11-2011,Bing,0.18,72.31,1.89,-85.1787,29,704,2011
Two Day,Small Business,shredders,Paper Stuff,Central W05,Midwest,East North Central,Illinois,05-12-2010,Google,0.27,23.97,3.5,-80.1317,16,298,2010
Two Day,Small Business,shredders,Paper Stuff,Central W05,Midwest,East North Central,Illinois,10-02-2014,Cheap Suppliez,0.2,120.03,4.64,963.8442,50,"5,253.00",2014
Two Day,Small Business,shredders,Paper Stuff,Central W05,Midwest,East North Central,Michigan,19-01-2012,Supply Comparer,0.14,64.52,3.94,-127.965,18,201,2012
Two Day,Small Business,shredders,Paper Stuff,Central W05,Midwest,East North Central,Ohio,26-05-2013,Eco Storez,0,110.99,5.8,318.9815,10,526,2013
Two Day,Small Business,shredders,Paper Stuff,Central W05,Midwest,East North Central,Wisconsin,02-06-2014,Google,0,722.99,20.49,"5,846.92",13,"9,959.00",2014
Two Day,Small Business,shredders,Paper Stuff,Central W05,Midwest,West North Central,Minnesota,24-12-2011,Supply Comparer,0.06,32.48,5.73,-99.1368,24,164,2011
Two Day,Small Business,shredders,Paper Stuff,North East W03,Midwest,East North Central,Wisconsin,17-03-2008,Cheap Suppliez,0.1,57.81,10.32,-186.6802,8,138,2008
